PONTO,X (m),Y (m),Elevation (m),Slope (%),Mill,Season,Clay,Sand,Silt,OM,pH,P,K,Ca,Mg,H+Al,SEB,CEC,BS,S,B,Cu,Fe,Mn,Yield
G13,236766.942,7645201.519,588.438,7.322,PeM,Second Ratoon,420.000,508.000,72.000,22.000,5.100,16.000,1.300,24.000,7.000,27.000,32.400,59.400,55.000,15.000,0.580,3.700,18.000,19.900,58.552
G14,236774.879,7645250.885,588.850,8.989,PeM,Second Ratoon,428.000,459.000,113.000,21.000,5.100,13.000,0.600,25.000,7.000,18.000,32.700,50.700,64.000,13.000,0.500,3.100,14.000,14.400,51.839
G15,236782.816,7645300.251,589.133,7.982,PeM,Second Ratoon,403.000,476.000,121.000,23.000,5.300,10.000,1.200,25.000,9.000,17.000,35.300,52.300,67.000,13.000,0.570,3.300,12.000,14.800,57.501
G16,236790.754,7645349.617,589.322,10.534,PeM,Second Ratoon,404.000,463.000,133.000,26.000,5.200,78.000,1.300,23.000,7.000,18.000,31.400,49.400,64.000,15.000,0.500,4.500,15.000,16.000,54.358
G17,236798.691,7645398.983,589.332,11.842,PeM,Second Ratoon,427.000,445.000,128.000,17.000,4.900,55.000,1.100,13.000,3.000,23.000,17.200,40.200,43.000,52.000,0.410,5.600,14.000,8.900,57.725
G18,236806.628,7645448.349,589.134,8.924,PeM,Second Ratoon,444.000,414.000,142.000,22.000,5.000,19.000,2.500,19.000,6.000,19.000,27.600,46.600,59.000,19.000,0.500,5.100,16.000,20.100,56.444
G19,236814.565,7645497.715,588.921,7.581,PeM,Second Ratoon,440.500,420.000,139.500,23.000,5.700,13.000,0.400,30.000,8.000,21.000,38.500,59.500,65.000,9.000,1.140,3.400,17.000,15.200,55.856
G20,236822.502,7645547.080,588.315,12.077,PeM,Second Ratoon,430.500,450.000,119.500,26.000,5.200,10.000,1.700,23.000,8.000,23.000,32.800,55.800,59.000,12.000,0.500,4.500,11.000,18.600,47.864
H03,236736.937,7644699.923,589.757,2.368,PeM,Second Ratoon,466.500,433.000,100.500,26.000,5.600,30.000,0.900,20.000,4.000,23.000,25.000,48.000,52.000,12.000,0.730,4.700,11.000,6.500,55.844
H04,236744.875,7644749.289,589.958,1.843,PeM,Second Ratoon,453.500,445.000,101.500,13.000,5.300,7.000,1.200,12.000,2.000,22.000,15.300,37.300,41.000,16.000,0.590,4.700,17.000,5.100,57.888
H05,236752.812,7644798.655,590.513,12.846,PeM,Second Ratoon,429.500,455.000,115.500,20.000,5.400,9.000,1.300,21.000,5.000,26.000,27.400,53.400,51.000,9.000,0.700,1.400,10.000,2.700,61.164
H06,236760.749,7644848.021,591.109,12.270,PeM,Second Ratoon,453.000,444.000,103.000,22.000,5.300,10.000,1.000,17.000,4.000,29.000,22.100,51.100,43.000,14.000,0.820,3.200,14.000,9.300,62.008
H07,236768.686,7644897.387,591.583,9.148,PeM,Second Ratoon,474.500,412.000,113.500,27.000,5.100,6.000,0.500,20.000,8.000,30.000,28.600,58.600,49.000,14.000,0.660,3.700,19.000,10.600,60.946
H08,236776.623,7644946.752,592.017,9.919,PeM,Second Ratoon,489.000,397.000,114.000,21.000,5.300,6.000,0.800,18.000,6.000,30.000,24.900,54.900,45.000,13.000,0.640,4.100,18.000,13.400,57.719
H09,236784.560,7644996.118,592.309,8.084,PeM,Second Ratoon,508.500,365.000,126.500,20.000,5.400,36.000,2.500,18.000,5.000,30.000,25.600,55.600,46.000,15.000,0.760,4.200,19.000,14.300,60.772
H10,236792.497,7645045.484,592.563,8.578,PeM,Second Ratoon,493.500,379.000,127.500,27.000,5.500,9.000,1.300,39.000,10.000,28.000,50.500,78.500,64.000,13.000,0.680,4.000,16.000,14.500,55.705
H11,236800.434,7645094.850,592.731,8.617,PeM,Second Ratoon,476.500,408.000,115.500,23.000,5.800,49.000,0.600,38.000,12.000,24.000,50.800,74.800,68.000,12.000,1.110,4.700,18.000,12.600,55.586
H12,236808.371,7645144.216,592.822,9.983,PeM,Second Ratoon,472.000,422.000,106.000,24.000,5.300,22.000,1.600,26.000,8.000,26.000,35.800,61.800,58.000,16.000,0.780,3.100,16.000,7.100,60.578
H13,236816.308,7645193.582,592.885,7.634,PeM,Second Ratoon,449.500,426.000,124.500,19.000,5.300,21.000,2.700,21.000,6.000,17.000,29.800,46.800,64.000,17.000,0.750,3.800,13.000,12.900,58.312
H14,236824.245,7645242.948,593.262,8.978,PeM,Second Ratoon,444.500,446.000,109.500,21.000,5.200,6.000,1.000,34.000,6.000,30.000,41.100,71.100,58.000,14.000,0.840,2.800,19.000,8.800,62.316
H15,236832.182,7645292.314,593.649,8.288,PeM,Second Ratoon,451.500,434.000,114.500,21.000,5.400,33.000,1.200,42.000,10.000,24.000,53.300,77.300,69.000,13.000,0.680,3.100,17.000,8.000,59.724
H16,236840.119,7645341.680,593.844,9.400,PeM,Second Ratoon,447.000,433.000,120.000,23.000,5.400,6.000,2.200,36.000,8.000,32.000,46.500,78.500,59.000,13.000,0.520,4.000,15.000,14.200,58.432
H17,236848.057,7645391.046,593.759,8.156,PeM,Second Ratoon,442.500,440.000,117.500,20.000,5.100,14.000,1.000,19.000,6.000,19.000,26.100,45.100,58.000,24.000,0.470,6.600,15.000,11.300,59.345
H18,236855.994,7645440.412,593.471,7.582,PeM,Second Ratoon,464.500,418.000,117.500,25.000,5.700,11.000,1.700,43.000,11.000,24.000,55.800,79.800,70.000,14.000,0.730,4.700,15.000,15.000,55.542
H19,236863.931,7645489.778,593.058,7.282,PeM,Second Ratoon,461.500,411.000,127.500,23.000,5.800,53.000,2.500,23.000,7.000,28.000,32.600,60.600,54.000,24.000,0.630,3.900,10.000,9.800,56.617
H20,236871.868,7645539.143,592.439,6.818,PeM,Second Ratoon,412.500,488.000,99.500,22.000,5.600,27.000,2.900,30.000,8.000,29.000,40.900,69.900,59.000,11.000,0.700,4.100,12.000,14.300,59.246
H21,236879.805,7645588.509,591.112,9.193,PeM,Second Ratoon,435.500,449.000,115.500,24.000,5.400,51.000,2.000,30.000,9.000,15.000,41.100,56.100,73.000,13.000,0.560,5.100,12.000,17.200,52.643
I04,236794.240,7644741.352,594.679,8.590,PeM,Second Ratoon,387.500,534.000,78.500,20.000,5.400,22.000,1.600,23.000,6.000,15.000,30.700,45.700,67.000,16.000,0.490,3.100,11.000,13.400,59.058
I05,236802.178,7644790.718,595.440,12.015,PeM,Second Ratoon,410.500,499.000,90.500,17.000,5.300,14.000,0.800,10.000,3.000,14.000,13.800,27.800,50.000,13.000,0.410,3.000,10.000,12.800,62.396
I06,236810.115,7644840.084,595.257,4.829,PeM,Second Ratoon,422.500,450.000,127.500,17.000,5.300,38.000,1.200,14.000,3.000,15.000,18.300,33.300,55.000,15.000,0.530,3.300,11.000,9.600,61.384
I07,236818.052,7644889.449,595.770,10.854,PeM,Second Ratoon,463.000,413.000,124.000,21.000,5.200,13.000,1.700,15.000,6.000,15.000,22.800,37.800,60.000,16.000,0.520,3.300,11.000,10.000,60.468
I21,236929.171,7645580.572,595.311,6.473,PeM,Second Ratoon,392.000,488.000,120.000,19.000,5.100,9.000,2.400,18.000,6.000,15.000,26.500,41.500,64.000,35.000,0.460,5.200,11.000,18.900,57.889
G1,262827.982,7521767.356,639.300,5.165,SJM,Second Ratoon,251.000,677.000,72.000,11.000,5.000,22.000,0.900,15.000,5.000,30.000,21.000,51.000,41.000,,0.230,0.900,72.000,3.500,96.842
G2,262798.271,7521771.512,636.500,1.522,SJM,Second Ratoon,183.000,738.000,79.000,12.000,5.600,44.000,0.800,27.000,8.000,18.000,35.900,53.900,67.000,,0.720,1.100,38.000,5.700,97.616
G3,262768.560,7521775.668,638.900,8.129,SJM,Second Ratoon,160.500,743.000,96.500,11.000,5.800,58.000,0.400,29.000,12.000,18.000,41.500,59.500,70.000,,0.530,1.800,30.000,6.100,95.711
G4,262738.849,7521779.823,639.200,4.289,SJM,Second Ratoon,163.000,768.000,69.000,10.000,5.800,53.000,0.600,22.000,9.000,18.000,31.600,49.600,64.000,,0.430,1.300,28.000,5.400,90.228
G5,262709.139,7521783.979,640.200,8.047,SJM,Second Ratoon,170.000,757.000,73.000,12.000,6.000,30.000,0.800,27.000,11.000,15.000,38.900,53.900,72.000,,0.630,1.200,31.000,5.600,97.246
G6,262679.428,7521788.134,641.300,9.950,SJM,Second Ratoon,181.500,757.000,61.500,12.000,5.800,30.000,0.700,26.000,9.000,19.000,35.800,54.800,65.000,,0.640,1.700,44.000,5.300,101.084
G7,262649.717,7521792.290,640.500,7.380,SJM,Second Ratoon,190.500,724.000,85.500,12.000,5.800,31.000,0.500,31.000,11.000,18.000,42.500,60.500,70.000,,0.610,1.300,52.000,6.400,90.520
G8,262620.006,7521796.446,641.300,9.270,SJM,Second Ratoon,184.000,744.000,72.000,13.000,5.800,31.000,0.800,29.000,13.000,18.000,42.800,60.800,70.000,,0.580,1.200,35.000,6.200,102.733
G9,262590.296,7521800.601,642.300,10.743,SJM,Second Ratoon,208.000,717.000,75.000,11.000,5.600,26.000,0.600,24.000,8.000,22.000,32.600,54.600,60.000,,0.490,1.400,62.000,5.500,104.960
G10,262560.585,7521804.757,639.400,3.611,SJM,Second Ratoon,202.000,718.000,80.000,13.000,5.800,42.000,0.700,29.000,10.000,19.000,39.800,58.800,68.000,,1.170,1.300,40.000,5.800,99.309
G11,262530.874,7521808.913,641.600,13.791,SJM,Second Ratoon,226.000,670.000,104.000,10.000,6.100,37.000,0.900,29.000,14.000,15.000,44.000,59.000,75.000,,0.640,1.000,28.000,4.800,95.518
G12,262501.163,7521813.069,642.800,10.449,SJM,Second Ratoon,231.500,655.000,113.500,11.000,6.100,151.000,1.100,42.000,10.000,17.000,53.200,70.200,76.000,,0.660,1.100,26.000,5.600,99.376
G13,262471.453,7521817.224,641.300,9.326,SJM,Second Ratoon,203.000,704.000,93.000,12.000,5.600,27.000,1.000,28.000,9.000,23.000,38.100,61.100,62.000,,0.640,1.700,92.000,5.900,98.584
G14,262441.742,7521821.380,640.200,8.695,SJM,Second Ratoon,245.000,669.000,86.000,15.000,5.500,30.000,0.700,30.000,9.000,24.000,39.800,63.800,62.000,,0.530,1.900,56.000,5.000,91.996
G15,262412.031,7521825.535,638.200,4.315,SJM,Second Ratoon,254.000,653.000,93.000,12.000,5.600,22.000,0.700,32.000,12.000,20.000,44.800,64.800,69.000,,0.520,1.900,52.000,4.900,95.943
G16,262382.320,7521829.691,638.200,1.793,SJM,Second Ratoon,244.500,683.000,72.500,11.000,5.700,27.000,0.600,28.000,10.000,20.000,38.600,58.600,66.000,,0.460,1.400,38.000,5.200,90.288
G17,262352.609,7521833.847,638.200,3.559,SJM,Second Ratoon,254.000,665.000,81.000,11.000,5.500,21.000,0.300,24.000,7.000,24.000,31.400,55.400,57.000,,0.370,1.600,46.000,3.700,91.049
G18,262322.899,7521838.003,638.100,5.097,SJM,Second Ratoon,246.500,671.000,82.500,12.000,5.200,25.000,0.500,22.000,7.000,28.000,29.600,57.600,51.000,,0.330,1.600,64.000,6.200,85.395
G19,262293.188,7521842.158,638.200,5.680,SJM,Second Ratoon,217.500,681.000,101.500,13.000,5.300,27.000,0.600,23.000,7.000,23.000,30.700,53.700,57.000,,0.530,1.800,50.000,4.300,79.979
G20,262263.477,7521846.314,638.700,4.321,SJM,Second Ratoon,247.000,662.000,91.000,11.000,5.500,37.000,0.400,27.000,8.000,20.000,35.500,55.500,64.000,,0.510,1.800,46.000,5.400,77.661
G21,262233.766,7521850.470,637.200,8.481,SJM,Second Ratoon,239.000,668.000,93.000,11.000,5.300,22.000,0.500,23.000,8.000,24.000,31.600,55.600,57.000,,0.300,1.500,64.000,5.500,79.686
G22,262204.056,7521854.625,639.300,5.220,SJM,Second Ratoon,265.000,630.000,105.000,12.000,5.700,23.000,0.800,21.000,11.000,20.000,32.900,52.900,62.000,,0.560,1.200,44.000,6.000,81.258
G23,262174.345,7521858.781,638.000,9.218,SJM,Second Ratoon,233.500,679.000,87.500,11.000,5.400,20.000,0.600,22.000,8.000,25.000,30.700,55.700,55.000,,0.320,1.300,54.000,4.800,80.688
G24,262144.634,7521862.937,637.500,5.525,SJM,Second Ratoon,219.500,705.000,75.500,14.000,5.500,32.000,0.500,20.000,8.000,22.000,28.600,50.600,57.000,,0.530,1.500,52.000,5.600,78.227
G25,262114.923,7521867.092,636.500,6.298,SJM,Second Ratoon,223.500,699.000,77.500,14.000,5.500,28.000,0.600,23.000,9.000,20.000,32.600,52.600,62.000,,0.530,1.400,20.000,5.700,76.483
G26,262085.213,7521871.248,637.400,4.035,SJM,Second Ratoon,208.500,720.000,71.500,12.000,5.300,41.000,0.600,22.000,9.000,25.000,31.600,56.600,56.000,,0.430,1.400,26.000,4.300,67.498
G27,262081.057,7521841.537,639.300,4.547,SJM,Second Ratoon,214.500,709.000,76.500,13.000,5.400,36.000,0.400,17.000,8.000,21.000,25.500,46.500,55.000,,0.590,1.400,58.000,5.100,79.827
G28,262110.767,7521837.382,639.700,9.982,SJM,Second Ratoon,214.000,706.000,80.000,11.000,5.200,29.000,0.600,28.000,7.000,26.000,35.600,61.600,58.000,,0.510,1.300,46.000,3.400,93.482
G29,262140.478,7521833.226,639.700,5.812,SJM,Second Ratoon,232.500,682.000,85.500,13.000,5.500,34.000,0.600,19.000,10.000,21.000,29.600,50.600,58.000,,0.460,1.600,35.000,5.900,85.047
G30,262170.189,7521829.070,640.500,2.939,SJM,Second Ratoon,240.000,683.000,77.000,12.000,5.200,28.000,0.500,19.000,7.000,27.000,26.500,53.500,50.000,,0.320,1.500,64.000,5.400,89.261
G31,262199.900,7521824.915,640.700,0.949,SJM,Second Ratoon,244.500,665.000,90.500,15.000,5.100,23.000,0.500,26.000,9.000,29.000,35.600,64.600,55.000,,0.470,1.500,50.000,3.300,91.647
G32,262229.611,7521820.759,640.500,4.436,SJM,Second Ratoon,238.000,671.000,91.000,14.000,5.300,18.000,0.800,19.000,9.000,25.000,28.900,53.900,54.000,,0.500,1.600,50.000,5.000,84.077
G33,262259.321,7521816.603,639.700,1.488,SJM,Second Ratoon,241.000,677.000,82.000,13.000,4.900,21.000,0.600,19.000,6.000,33.000,25.600,58.600,44.000,,0.340,1.800,56.000,4.000,82.279
G34,262289.032,7521812.448,640.300,4.091,SJM,Second Ratoon,239.000,675.000,86.000,13.000,5.100,36.000,0.400,29.000,8.000,32.000,37.400,69.400,54.000,,0.430,1.800,54.000,5.300,87.878
G35,262318.743,7521808.292,640.200,3.563,SJM,Second Ratoon,227.500,703.000,69.500,12.000,5.600,52.000,0.500,32.000,10.000,23.000,42.500,65.500,65.000,,0.430,1.900,22.000,5.700,90.707
G36,262348.454,7521804.136,639.800,5.214,SJM,Second Ratoon,235.500,679.000,85.500,13.000,5.300,50.000,0.500,32.000,8.000,28.000,40.600,68.600,59.000,,0.570,2.400,56.000,5.400,91.806
G37,262378.164,7521799.980,639.300,2.755,SJM,Second Ratoon,262.000,656.000,82.000,11.000,5.200,49.000,0.700,29.000,11.000,30.000,40.800,70.800,58.000,,0.400,2.000,50.000,4.200,93.033
G38,262407.875,7521795.825,639.300,5.069,SJM,Second Ratoon,245.500,657.000,97.500,14.000,5.200,39.000,0.700,34.000,9.000,27.000,43.800,70.800,62.000,,0.380,2.300,62.000,5.300,94.077
G39,262437.586,7521791.669,638.600,2.975,SJM,Second Ratoon,259.000,631.000,110.000,17.000,5.400,41.000,0.900,29.000,10.000,25.000,40.000,65.000,62.000,,0.600,2.100,66.000,5.900,95.614
G40,262467.297,7521787.513,638.500,2.849,SJM,Second Ratoon,240.500,645.000,114.500,11.000,5.800,33.000,0.900,28.000,16.000,17.000,45.000,62.000,73.000,,0.760,1.300,21.000,5.000,92.103
G41,262497.008,7521783.358,638.300,3.179,SJM,Second Ratoon,248.000,660.000,92.000,15.000,6.100,56.000,0.800,43.000,19.000,17.000,62.900,79.900,79.000,,0.680,1.200,23.000,4.500,93.291
G42,262526.719,7521779.202,638.500,7.809,SJM,Second Ratoon,205.500,709.000,85.500,11.000,5.800,27.000,0.500,25.000,8.000,22.000,33.600,55.600,60.000,,0.390,1.700,56.000,3.400,95.113
G43,262556.429,7521775.046,639.200,6.236,SJM,Second Ratoon,187.500,726.000,86.500,10.000,5.700,37.000,0.400,31.000,10.000,20.000,41.400,61.400,67.000,,0.440,1.600,46.000,4.000,95.383
G44,262586.140,7521770.891,638.100,4.771,SJM,Second Ratoon,191.000,734.000,75.000,11.000,5.800,55.000,0.400,31.000,10.000,19.000,41.400,60.400,69.000,,0.490,1.900,34.000,5.700,96.848
G45,262615.851,7521766.735,638.400,3.385,SJM,Second Ratoon,192.000,742.000,66.000,11.000,5.900,45.000,0.600,31.000,13.000,18.000,44.600,62.600,71.000,,0.360,1.300,50.000,5.300,99.804
G46,262645.562,7521762.579,637.700,5.206,SJM,Second Ratoon,168.500,748.000,83.500,14.000,5.700,42.000,0.700,31.000,10.000,20.000,41.800,61.800,68.000,,0.500,1.800,52.000,3.900,93.082
G47,262675.272,7521758.424,636.700,8.504,SJM,Second Ratoon,182.000,742.000,76.000,10.000,6.000,35.000,0.800,25.000,10.000,16.000,35.800,51.800,69.000,,0.700,1.700,29.000,5.100,99.511
G48,262704.983,7521754.268,637.200,6.986,SJM,Second Ratoon,171.000,754.000,75.000,11.000,5.900,48.000,0.700,23.000,11.000,19.000,34.700,53.700,65.000,,0.570,2.400,50.000,4.100,97.135
G49,262734.694,7521750.112,637.100,5.476,SJM,Second Ratoon,184.000,737.000,79.000,12.000,5.700,39.000,0.600,32.000,11.000,20.000,43.700,63.700,69.000,,0.840,1.200,40.000,5.000,87.607
G50,262641.406,7521732.869,639.300,5.831,SJM,Second Ratoon,175.500,756.000,68.500,7.000,5.900,29.000,0.700,26.000,12.000,15.000,38.800,53.800,72.000,,0.790,0.800,29.000,3.700,93.971
G51,262611.695,7521737.024,639.800,4.552,SJM,Second Ratoon,163.500,764.000,72.500,10.000,5.800,32.000,0.600,26.000,11.000,18.000,37.600,55.600,68.000,,0.760,0.900,48.000,4.900,93.548
G52,262581.984,7521741.180,640.300,3.895,SJM,Second Ratoon,186.500,742.000,71.500,10.000,5.600,39.000,0.300,22.000,10.000,22.000,32.400,54.400,60.000,,0.580,1.000,56.000,3.600,93.775
G53,262552.273,7521745.336,640.300,16.060,SJM,Second Ratoon,197.500,722.000,80.500,11.000,5.600,34.000,0.700,28.000,11.000,20.000,39.700,59.700,66.000,,0.600,0.700,56.000,5.400,96.428
G54,262522.563,7521749.491,641.700,19.712,SJM,Second Ratoon,198.000,705.000,97.000,12.000,5.700,42.000,0.500,31.000,9.000,22.000,40.600,62.600,65.000,,0.720,1.300,3.000,4.600,98.052
G55,262492.852,7521753.647,639.600,5.676,SJM,Second Ratoon,240.000,673.000,87.000,10.000,5.600,32.000,0.400,29.000,10.000,24.000,39.500,63.500,62.000,,0.640,0.800,62.000,3.800,89.369
G56,262463.141,7521757.803,640.300,6.334,SJM,Second Ratoon,210.000,683.000,107.000,11.000,5.500,53.000,0.800,30.000,10.000,27.000,40.900,67.900,60.000,,0.640,1.200,70.000,7.400,94.591
G57,262433.430,7521761.958,640.800,5.448,SJM,Second Ratoon,256.500,649.000,94.500,12.000,5.400,75.000,0.500,29.000,7.000,30.000,36.600,66.600,55.000,,0.750,2.500,88.000,5.900,91.857
G58,262403.720,7521766.114,639.700,11.792,SJM,Second Ratoon,290.000,602.000,108.000,13.000,5.300,21.000,0.600,29.000,10.000,28.000,39.600,67.600,59.000,,0.600,1.100,58.000,5.100,89.501
G59,262374.009,7521770.270,639.000,7.946,SJM,Second Ratoon,299.000,608.000,93.000,12.000,5.600,37.000,1.300,51.000,19.000,23.000,71.300,94.300,76.000,,0.970,1.500,58.000,5.200,81.744
G60,262344.298,7521774.425,639.700,12.255,SJM,Second Ratoon,253.500,645.000,101.500,11.000,5.400,29.000,0.600,25.000,8.000,27.000,33.700,60.700,56.000,,0.850,1.300,40.000,3.500,91.266
G61,262314.587,7521778.581,639.100,12.832,SJM,Second Ratoon,243.000,685.000,72.000,12.000,5.300,36.000,0.600,25.000,8.000,26.000,33.600,59.600,56.000,,0.500,1.300,72.000,6.400,87.089
G62,262284.876,7521782.737,639.400,11.612,SJM,Second Ratoon,231.000,672.000,97.000,12.000,5.400,35.000,0.500,27.000,8.000,27.000,35.600,62.600,57.000,,0.450,1.800,68.000,5.600,87.379
G63,262255.166,7521786.893,639.100,10.473,SJM,Second Ratoon,246.500,644.000,109.500,12.000,5.300,26.000,0.800,26.000,9.000,27.000,35.900,62.900,57.000,,0.240,1.400,38.000,4.600,89.491
G64,262225.455,7521791.048,638.700,12.165,SJM,Second Ratoon,249.000,648.000,103.000,15.000,5.400,50.000,0.600,35.000,12.000,25.000,47.600,72.600,66.000,,0.500,1.600,56.000,4.900,86.157
G65,262195.744,7521795.204,639.300,16.545,SJM,Second Ratoon,232.000,670.000,98.000,11.000,5.200,21.000,0.300,22.000,7.000,25.000,29.400,54.400,54.000,,0.480,1.200,50.000,2.500,86.664
G66,262166.034,7521799.360,638.800,13.853,SJM,Second Ratoon,224.000,690.000,86.000,14.000,4.900,20.000,0.500,28.000,9.000,25.000,37.500,62.500,60.000,,0.380,1.000,44.000,2.500,81.252
G67,262136.323,7521803.515,639.700,6.448,SJM,Second Ratoon,222.500,681.000,96.500,9.000,5.200,34.000,0.600,23.000,5.000,23.000,28.700,51.700,56.000,,0.510,1.100,50.000,3.400,79.154
G68,262106.612,7521807.671,640.300,6.013,SJM,Second Ratoon,239.500,662.000,98.500,9.000,5.400,21.000,0.600,22.000,6.000,24.000,28.700,52.700,54.000,,0.290,0.700,36.000,2.600,77.025
G69,262102.456,7521777.960,637.700,1.451,SJM,Second Ratoon,208.000,712.000,80.000,11.000,5.600,17.000,0.500,28.000,13.000,19.000,41.600,60.600,69.000,,0.230,0.900,19.000,3.700,86.280
G70,262132.167,7521773.804,638.000,7.336,SJM,Second Ratoon,230.000,685.000,85.000,12.000,5.300,21.000,0.400,22.000,8.000,24.000,30.400,54.400,56.000,,0.380,1.100,48.000,4.500,97.427
G71,262161.878,7521769.649,637.000,16.998,SJM,Second Ratoon,215.500,678.000,106.500,12.000,5.200,18.000,0.600,23.000,9.000,23.000,32.700,55.700,59.000,,0.520,1.600,56.000,3.400,112.627
G72,262191.588,7521765.493,636.200,20.422,SJM,Second Ratoon,218.500,682.000,99.500,11.000,5.000,17.000,0.400,24.000,8.000,27.000,32.400,59.400,55.000,,0.380,1.600,54.000,3.100,92.870
G73,262221.299,7521761.337,637.500,20.705,SJM,Second Ratoon,203.000,693.000,104.000,9.000,5.200,26.000,0.600,24.000,5.000,26.000,29.700,55.700,53.000,,0.310,1.200,40.000,3.400,99.859
G74,262251.010,7521757.182,637.500,23.713,SJM,Second Ratoon,231.000,668.000,101.000,12.000,5.200,23.000,0.700,27.000,10.000,31.000,37.800,68.800,55.000,,0.730,1.600,76.000,7.200,101.383
G75,262280.721,7521753.026,636.900,11.012,SJM,Second Ratoon,256.000,683.000,61.000,12.000,5.500,26.000,0.500,30.000,8.000,24.000,38.600,62.600,62.000,,0.850,1.500,52.000,4.200,96.951
G76,262310.432,7521748.870,636.600,17.013,SJM,Second Ratoon,252.000,657.000,91.000,13.000,5.200,44.000,0.600,26.000,9.000,31.000,35.700,66.700,54.000,,0.760,2.100,58.000,4.400,94.655
G77,262340.142,7521744.715,636.100,13.286,SJM,Second Ratoon,267.500,611.000,121.500,11.000,5.000,22.000,0.800,22.000,8.000,29.000,30.800,59.800,52.000,,0.620,1.200,66.000,5.400,94.701
G78,262369.853,7521740.559,637.000,7.943,SJM,Second Ratoon,287.000,588.000,125.000,12.000,5.400,30.000,1.200,25.000,8.000,27.000,34.300,61.300,56.000,,0.790,1.500,66.000,4.200,110.263
G79,262399.564,7521736.403,635.800,8.067,SJM,Second Ratoon,261.000,624.000,115.000,13.000,4.900,27.000,0.900,23.000,8.000,37.000,32.000,69.000,46.000,,0.740,1.200,60.000,3.100,100.279
G80,262429.275,7521732.248,636.000,6.528,SJM,Second Ratoon,258.500,636.000,105.500,9.000,5.300,131.000,1.200,38.000,11.000,32.000,50.300,82.300,61.000,,0.850,3.800,66.000,9.400,99.355
G81,262458.986,7521728.092,635.200,10.838,SJM,Second Ratoon,238.000,661.000,101.000,11.000,5.500,36.000,1.000,29.000,12.000,25.000,42.100,67.100,63.000,,0.710,1.200,66.000,4.800,99.956
G82,262488.696,7521723.936,634.700,14.738,SJM,Second Ratoon,233.000,678.000,89.000,12.000,5.700,77.000,0.700,41.000,15.000,20.000,56.800,76.800,74.000,,1.090,1.100,52.000,5.100,108.361
G83,262518.407,7521719.781,631.000,27.190,SJM,Second Ratoon,210.000,698.000,92.000,24.000,5.900,54.000,0.700,26.000,16.000,22.000,42.800,64.800,66.000,,0.790,1.200,50.000,4.000,106.994
G84,262548.118,7521715.625,633.000,22.470,SJM,Second Ratoon,199.000,719.000,82.000,11.000,5.500,33.000,0.700,24.000,9.000,27.000,33.800,60.800,56.000,,0.920,1.400,62.000,4.100,104.018
G85,262454.830,7521698.381,636.500,8.063,SJM,Second Ratoon,251.000,668.000,81.000,14.000,5.800,74.000,0.600,32.000,15.000,19.000,47.700,66.700,72.000,,1.000,1.100,27.000,5.600,100.928
G86,262425.119,7521702.537,638.700,19.216,SJM,Second Ratoon,259.500,612.000,128.500,21.000,6.100,599.000,2.200,61.000,24.000,19.000,87.400,106.400,82.000,,0.730,2.000,70.000,6.800,97.326
G87,262395.408,7521706.693,643.000,19.937,SJM,Second Ratoon,285.500,618.000,96.500,18.000,5.900,47.000,1.100,25.000,11.000,24.000,37.200,61.200,61.000,,0.800,1.500,46.000,4.900,100.285
G88,262365.698,7521710.848,642.500,18.468,SJM,Second Ratoon,302.500,601.000,96.500,15.000,5.700,43.000,1.600,28.000,11.000,26.000,40.700,66.700,61.000,,0.940,1.400,50.000,4.400,101.065
G89,262335.987,7521715.004,645.000,19.171,SJM,Second Ratoon,285.000,615.000,100.000,11.000,5.800,51.000,0.900,25.000,15.000,22.000,41.000,63.000,65.000,,0.850,2.100,32.000,5.900,101.373
G90,262306.276,7521719.159,645.600,16.713,SJM,Second Ratoon,264.500,638.000,97.500,11.000,5.500,32.000,0.700,25.000,9.000,27.000,34.800,61.800,56.000,,0.700,1.700,72.000,4.300,100.899
G91,262276.565,7521723.315,643.500,15.614,SJM,Second Ratoon,245.500,652.000,102.500,14.000,5.400,39.000,0.600,25.000,9.000,28.000,34.700,62.700,55.000,,0.620,1.300,60.000,3.200,101.119
G92,262246.854,7521727.471,647.300,9.231,SJM,Second Ratoon,245.000,669.000,86.000,10.000,5.200,39.000,0.700,23.000,8.000,26.000,31.900,57.900,55.000,,0.660,1.400,70.000,3.400,99.518
G93,262217.144,7521731.626,645.700,15.056,SJM,Second Ratoon,234.500,691.000,74.500,13.000,5.400,43.000,0.400,23.000,10.000,24.000,33.500,57.500,58.000,,0.600,1.600,27.000,4.100,95.403
G94,262187.433,7521735.782,645.900,20.096,SJM,Second Ratoon,222.500,698.000,79.500,12.000,5.700,35.000,0.500,31.000,12.000,19.000,43.600,62.600,70.000,,0.970,1.300,52.000,4.900,103.420
G95,262157.722,7521739.938,646.000,20.906,SJM,Second Ratoon,226.000,681.000,93.000,10.000,5.500,30.000,0.700,23.000,9.000,25.000,32.800,57.800,57.000,,0.600,1.700,21.000,3.100,101.330
G96,262128.011,7521744.094,643.300,20.023,SJM,Second Ratoon,225.000,688.000,87.000,12.000,5.400,25.000,0.500,24.000,10.000,25.000,34.600,59.600,58.000,,0.910,1.700,64.000,4.200,97.269
G97,262123.856,7521714.383,643.000,12.672,SJM,Second Ratoon,212.500,708.000,79.500,9.000,5.600,43.000,0.700,30.000,16.000,17.000,46.800,63.800,73.000,,0.770,1.300,25.000,3.800,89.335
